"default",0,2.77777777777778,5.55555555555556,8.33333333333333,11.1111111111111,13.8888888888889,16.6666666666667,19.4444444444444,22.2222222222222,25,27.7777777777778
0,-0.01,-0.434,-0.858,-1.282,-1.706,-2.13,-2.554,-2.978,-3.402,-3.826,-4.25
0.1,0.36625,-0.016625,-0.3995,-0.782375,-1.16525,-1.548125,-1.931,-2.313875,-2.69675,-3.079625,-3.4625
0.2,0.7425,0.40075,0.059,-0.28275,-0.6245,-0.96625,-1.308,-1.64975,-1.9915,-2.33325,-2.675
0.3,1.11875,0.818125,0.5175,0.216875,-0.08375,-0.384375,-0.685,-0.985625,-1.28625,-1.586875,-1.8875
0.4,1.495,1.2355,0.976,0.7165,0.457,0.1975,-0.062,-0.3215,-0.581,-0.8405,-1.1
0.5,1.87125,1.652875,1.4345,1.216125,0.99775,0.779375,0.561,0.342625,0.12425,-0.094125,-0.3125
0.6,2.2475,2.07025,1.893,1.71575,1.5385,1.36125,1.184,1.00675,0.8295,0.65225,0.475
0.7,2.62375,2.487625,2.3515,2.215375,2.07925,1.943125,1.807,1.670875,1.53475,1.398625,1.2625
0.8,3,2.905,2.81,2.715,2.62,2.525,2.43,2.335,2.24,2.145,2.05
